Date,Open,High,Low,Close,Volume,spread,real_volume
2018-07-03 00:00:00,1.31416,1.32062,1.31145,1.31938,55362,50,0
2018-07-04 00:00:00,1.31936,1.3249,1.31708,1.32276,49387,50,0
2018-07-05 00:00:00,1.32276,1.32739,1.32038,1.32214,56867,50,0
2018-07-06 00:00:00,1.32215,1.32898,1.32031,1.3285,47666,50,0
2018-07-08 00:00:00,1.3317999999999999,1.33196,1.3285,1.32945,3168,50,0
2018-07-09 00:00:00,1.32941,1.33623,1.31886,1.3253599999999999,59844,50,0
2018-07-10 00:00:00,1.32535,1.33007,1.32232,1.3258,55487,50,0
2018-07-11 00:00:00,1.32578,1.32851,1.31994,1.3206,62251,50,0
2018-07-12 00:00:00,1.32059,1.32443,1.31688,1.31781,54386,50,0
2018-07-13 00:00:00,1.3178,1.3237700000000001,1.31025,1.32331,50755,50,0
2018-07-15 00:00:00,1.32274,1.32306,1.32233,1.32267,1882,50,0
2018-07-16 00:00:00,1.32266,1.32924,1.32168,1.3235999999999999,47501,50,0
2018-07-17 00:00:00,1.3235700000000001,1.3268499999999999,1.30686,1.31045,57523,50,0
2018-07-18 00:00:00,1.31047,1.31165,1.30101,1.30773,55544,50,0
2018-07-19 00:00:00,1.30771,1.30826,1.29575,1.30216,61040,50,0
2018-07-20 00:00:00,1.30215,1.31395,1.29948,1.31289,56548,50,0
2018-07-22 00:00:00,1.3124,1.3147,1.31192,1.31456,3232,50,0
2018-07-23 00:00:00,1.31455,1.31579,1.30823,1.31026,50818,50,0
2018-07-24 00:00:00,1.31025,1.31589,1.30708,1.3149,52124,50,0
2018-07-25 00:00:00,1.31491,1.32002,1.31329,1.31988,55642,50,0
2018-07-26 00:00:00,1.31989,1.32128,1.3101,1.31082,51673,50,0
2018-07-27 00:00:00,1.31079,1.31305,1.30823,1.30983,43091,50,0
2018-07-29 00:00:00,1.31058,1.31102,1.3096999999999999,1.3109600000000001,3449,50,0
2018-07-30 00:00:00,1.31095,1.31517,1.3096999999999999,1.31354,41679,50,0
2018-07-31 00:00:00,1.31354,1.31723,1.30899,1.31183,50574,50,0
2018-08-01 00:00:00,1.31182,1.3143799999999999,1.30951,1.31242,45739,50,0
2018-08-02 00:00:00,1.31241,1.31251,1.30121,1.30158,53178,50,0
2018-08-03 00:00:00,1.30158,1.30426,1.29752,1.29992,48020,50,0
2018-08-05 00:00:00,1.3002,1.30047,1.2998,1.30014,2895,50,0
2018-08-06 00:00:00,1.30014,1.30046,1.29197,1.29434,41899,50,0
2018-08-07 00:00:00,1.29432,1.2973,1.29238,1.2945,44313,50,0
2018-08-08 00:00:00,1.2945,1.29595,1.28536,1.2877100000000001,47327,50,0
2018-08-09 00:00:00,1.2877,1.29115,1.28167,1.28281,50919,50,0
2018-08-10 00:00:00,1.28282,1.28361,1.27229,1.27681,64434,50,0
2018-08-12 00:00:00,1.2757399999999999,1.2775699999999999,1.27416,1.27592,4891,50,0
2018-08-13 00:00:00,1.27594,1.2791000000000001,1.2730000000000001,1.27587,60190,50,0
2018-08-14 00:00:00,1.27586,1.28268,1.27045,1.27176,58972,50,0
2018-08-15 00:00:00,1.27175,1.27347,1.26616,1.26924,59683,50,0
2018-08-16 00:00:00,1.26923,1.2753700000000001,1.26852,1.2711999999999999,60334,50,0
2018-08-17 00:00:00,1.27119,1.27525,1.26977,1.27477,52086,50,0
2018-08-19 00:00:00,1.27482,1.27492,1.27421,1.2746,2472,50,0
2018-08-20 00:00:00,1.27459,1.28042,1.27292,1.28039,47869,50,0
2018-08-21 00:00:00,1.28037,1.29243,1.27986,1.2904900000000001,57599,50,0
2018-08-22 00:00:00,1.2904900000000001,1.29358,1.28685,1.29054,53614,50,0
2018-08-23 00:00:00,1.29052,1.29092,1.28012,1.28091,53860,50,0
2018-08-24 00:00:00,1.28087,1.2880099999999999,1.27991,1.28472,49897,50,0
2018-08-26 00:00:00,1.28439,1.2860800000000001,1.28355,1.28578,3657,50,0
2018-08-27 00:00:00,1.28577,1.29007,1.28286,1.2897,46197,50,0
2018-08-28 00:00:00,1.28967,1.29315,1.28613,1.28689,53799,50,0
